block_number,experimental_condition,condition_item,task_type,task_id,MCQ_response_unprocessed,reaction_time_MCQ,score_TEST,reaction_time_TEST,BI_score,BI_score_TaskType,BI_score_TaskID,BI_score_ParticipantID,BI_score_TaskType_ParticipantID,affinity_score,age,gender,education_level (third grade),social_media_hours (daily),verbal_intelligence,participant_identification
3,F,F5,Insight,I1,correct,58.383144,1,40.8393954,0.998469858,1.051714269,0.691803366,0.425357423,0.436793255,5,20,Vrouw,ASO/doorstroomfinaliteit,2.5,Boven gemiddeld,c2c11184-bc3d-431b-8d4c-0750017ee4d8
3,F,F2,RAT,R11,incorrect,46.2251478,0.139537182,8.1804715,0.22889323,0.926307585,1.780433748,0.139163955,1.217854384,5,20,Vrouw,ASO/doorstroomfinaliteit,2.5,Boven gemiddeld,c2c11184-bc3d-431b-8d4c-0750017ee4d8
4,DFU,DFU2,Insight,I11,correct,25.8049683,1,15.7079041,1.561022254,1.561430578,1.569007271,1.327317358,1.206286975,2,20,Vrouw,ASO/doorstroomfinaliteit,2.5,Boven gemiddeld,c2c11184-bc3d-431b-8d4c-0750017ee4d8
4,DFU,DFU12,RAT,R1,correct,34.5119424,0.081344936,18.9067765,-0.112694095,-0.822410691,-0.678504603,-0.344423236,-1.009410584,6,20,Vrouw,ASO/doorstroomfinaliteit,2.5,Boven gemiddeld,c2c11184-bc3d-431b-8d4c-0750017ee4d8
4,DFU,DFU7,RAT,R2,correct,47.4958212,1,12.4872766,1.633113946,2.408961142,2.962262451,1.442904489,2.792495188,3,20,Vrouw,ASO/doorstroomfinaliteit,2.5,Boven gemiddeld,c2c11184-bc3d-431b-8d4c-0750017ee4d8
4,DFU,DFU5,Insight,I9,correct,29.836617,0.25,56.5307719,-0.660752979,-0.50703615,-0.500267122,-1.408898357,-1.426228045,1,20,Vrouw,ASO/doorstroomfinaliteit,2.5,Boven gemiddeld,c2c11184-bc3d-431b-8d4c-0750017ee4d8
5,F,F10,RAT,R6,incorrect,54.6163452,0.0777362,10.8337962,0.061720871,0.376547258,0.461307714,-0.060803033,0.534477701,3,20,Vrouw,ASO/doorstroomfinaliteit,2.5,Boven gemiddeld,c2c11184-bc3d-431b-8d4c-0750017ee4d8
5,F,F8,Insight,I4,incorrect,23.0319419,1,31.531734,1.206815919,1.240492036,0.821862437,0.759405951,0.721781794,3,20,Vrouw,ASO/doorstroomfinaliteit,2.5,Boven gemiddeld,c2c11184-bc3d-431b-8d4c-0750017ee4d8
5,F,F12,Insight,I12,incorrect,21.5742033,1,24.3877123,1.366730286,1.385386914,1.019937284,1.015802249,0.940522488,2,20,Vrouw,ASO/doorstroomfinaliteit,2.5,Boven gemiddeld,c2c11184-bc3d-431b-8d4c-0750017ee4d8
5,F,F7,Insight,I2,incorrect,56.9809964,0.25,22.1340752,0.109195128,0.190596834,0.628366467,-0.174413624,-0.373045733,3,20,Vrouw,ASO/doorstroomfinaliteit,2.5,Boven gemiddeld,c2c11184-bc3d-431b-8d4c-0750017ee4d8
6,F,F3,RAT,R4,incorrect,32.271031,0.041248659,17.3865358,-0.148591389,-0.694069157,-0.968313496,-0.357817427,-0.828786113,1,20,Vrouw,ASO/doorstroomfinaliteit,2.5,Boven gemiddeld,c2c11184-bc3d-431b-8d4c-0750017ee4d8
6,F,F4,Insight,I3,incorrect,31.8874055,1,8.8359037,1.714847598,1.700808326,0.81691527,1.573950913,1.416698729,2,20,Vrouw,ASO/doorstroomfinaliteit,2.5,Boven gemiddeld,c2c11184-bc3d-431b-8d4c-0750017ee4d8
6,F,F11,RAT,R12,correct,44.3290876,0.094579958,19.6702778,-0.106703035,-0.903929127,-0.715481063,-0.349394334,-1.119405707,4,20,Vrouw,ASO/doorstroomfinaliteit,2.5,Boven gemiddeld,c2c11184-bc3d-431b-8d4c-0750017ee4d8
6,F,F9,RAT,R10,incorrect,35.3597731,0.095078523,14.2144944,0.01629068,-0.086402838,0.576090853,-0.152743318,-0.067828485,3,20,Vrouw,ASO/doorstroomfinaliteit,2.5,Boven gemiddeld,c2c11184-bc3d-431b-8d4c-0750017ee4d8
1,DFU,DFU11,RAT,R2,correct,56.3250881,0.095504227,20.0103469,-0.112703362,-0.952525473,-1.057281688,-0.014540942,-0.773545595,5,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,2857f8e4-f95f-4268-9a3f-d1a4e8d13fc5
1,DFU,DFU5,Insight,I2,correct,40.7587457,0,55.6417024,-1.076845521,-0.902503495,-0.559525018,-1.046216017,-0.832350399,6,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,2857f8e4-f95f-4268-9a3f-d1a4e8d13fc5
1,DFU,DFU12,Insight,I9,correct,61.0774295,0.5,70.156538,-0.529763263,-0.369894182,-0.231642515,-0.496252085,-0.326189915,6,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,2857f8e4-f95f-4268-9a3f-d1a4e8d13fc5
1,DFU,DFU1,RAT,R4,correct,31.0947243,0.056504385,16.5554149,-0.103381671,-0.532005237,-0.816051919,-0.001392715,-0.197393009,1,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,2857f8e4-f95f-4268-9a3f-d1a4e8d13fc5
2,DFU,DFU8,Insight,I8,correct,45.0052725,0.25,120.0064103,-2.081614641,-1.794447537,-1.149521519,-2.1491487,-1.849713265,5,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,2857f8e4-f95f-4268-9a3f-d1a4e8d13fc5
2,DFU,DFU3,Insight,I12,correct,46.0285316,1,11.8364338,1.647682647,1.639951646,1.379047321,1.811111479,1.800300427,2,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,2857f8e4-f95f-4268-9a3f-d1a4e8d13fc5
2,DFU,DFU9,RAT,R7,correct,28.0451968,1,14.0228252,1.59874167,2.17921249,2.25386656,1.75835708,2.852120833,1,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,2857f8e4-f95f-4268-9a3f-d1a4e8d13fc5
2,DFU,DFU7,Insight,I3,correct,28.7034283,0,89.4723248,-1.834122416,-1.588655373,-3.655121334,-1.862499019,-1.584966764,6,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,2857f8e4-f95f-4268-9a3f-d1a4e8d13fc5
3,DFU,DFU2,RAT,R8,correct,59.9507115,0.066800972,20.0012467,-0.162557425,-1.022117457,-1.005096267,-0.065997875,-0.849324384,4,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,2857f8e4-f95f-4268-9a3f-d1a4e8d13fc5
3,DFU,DFU6,RAT,R12,correct,68.3926236,0.088322056,20.0064206,-0.125141003,-0.969692124,-0.794869032,-0.027376778,-0.792181731,3,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,2857f8e4-f95f-4268-9a3f-d1a4e8d13fc5
3,DFU,DFU10,RAT,R11,correct,40.5935573,0,20.0016809,-0.279066381,-1.187312351,-1.900253431,-0.186274884,-1.02994767,5,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,2857f8e4-f95f-4268-9a3f-d1a4e8d13fc5
3,DFU,DFU4,Insight,I7,correct,36.693183,0.75,62.5718771,0.076008327,0.197437161,-0.093636967,0.136847341,0.257076133,1,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,2857f8e4-f95f-4268-9a3f-d1a4e8d13fc5
4,F,F2,Insight,I11,correct,50.6358483,0,65.4721763,-1.296894406,-1.101884932,-1.348137177,-1.283410847,-1.051045032,5,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,2857f8e4-f95f-4268-9a3f-d1a4e8d13fc5
4,F,F7,RAT,R1,incorrect,52.345145,0.060882754,17.8359967,-0.12441091,-0.712782586,-0.620780206,-0.024408575,-0.438180275,4,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,2857f8e4-f95f-4268-9a3f-d1a4e8d13fc5
4,F,F1,Insight,I5,correct,33.7575244,0,31.9222926,-0.545901668,-0.42142699,-0.054936641,-0.473901656,-0.304674149,4,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,2857f8e4-f95f-4268-9a3f-d1a4e8d13fc5
4,F,F5,RAT,R6,correct,39.3730587,0.093485727,16.8521423,-0.045529182,-0.484984837,-0.407849869,0.058027827,-0.155981906,7,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,2857f8e4-f95f-4268-9a3f-d1a4e8d13fc5
5,F,F12,RAT,R10,incorrect,46.9786354,0.07780071,11.0178861,0.05771264,0.349163209,0.807710241,0.170560971,0.952551001,7,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,2857f8e4-f95f-4268-9a3f-d1a4e8d13fc5
5,F,F3,Insight,I4,incorrect,44.95958,1,25.5067458,1.341681436,1.362690703,0.946807197,1.48126702,1.496182448,6,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,2857f8e4-f95f-4268-9a3f-d1a4e8d13fc5
5,F,F11,Insight,I10,correct,34.9295627,0.25,76.0138656,-1.096869599,-0.902191792,0.736720887,-1.087673507,-0.871028668,7,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,2857f8e4-f95f-4268-9a3f-d1a4e8d13fc5
5,F,F10,Insight,I1,correct,-49.2715919,1,25.5208367,1.34136602,1.362404912,1.110307464,1.480927028,1.495868973,4,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,2857f8e4-f95f-4268-9a3f-d1a4e8d13fc5
6,F,F9,RAT,R5,incorrect,20.4079472,0,20.0055718,-0.279153477,-1.187894507,-1.250297357,-0.186368766,-1.030715228,4,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,2857f8e4-f95f-4268-9a3f-d1a4e8d13fc5
6,F,F4,RAT,R3,incorrect,21.0883798,0.052708874,14.3372763,-0.060349331,-0.209509912,-0.124673949,0.045294369,0.229921303,4,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,2857f8e4-f95f-4268-9a3f-d1a4e8d13fc5
6,F,F6,RAT,R9,correct,21.9941657,0.063793271,9.405971,0.069365705,0.555711856,0.210464086,0.184235517,1.232676662,7,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,2857f8e4-f95f-4268-9a3f-d1a4e8d13fc5
6,F,F8,Insight,I6,incorrect,27.9060296,1,13.174176,1.617738141,1.612819591,1.217103307,1.778833733,1.77054021,2,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,2857f8e4-f95f-4268-9a3f-d1a4e8d13fc5
1,DFU,DFU5,RAT,R7,incorrect,80.3071071,0.098548917,20.005159,-0.107277371,-0.944222881,-0.833882679,-0.298855311,-1.354450426,4,19,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
1,DFU,DFU12,RAT,R12,correct,83.2053428,0.053582935,13.8222443,-0.047296327,-0.130290216,0.156589458,-0.222813901,-0.351500064,4,19,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
1,DFU,DFU6,Insight,I11,correct,71.8738108,1,56.4973026,0.647977597,0.734140968,0.630467895,0.306284835,0.288259567,6,19,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
1,DFU,DFU4,RAT,R6,incorrect,38.0277636,0.100220086,18.2650156,-0.065410894,-0.679731694,-0.604791501,-0.253714884,-1.017207336,7,19,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
2,F,F2,Insight,I10,correct,28.3089444,0.5,120.0120909,-1.645748002,-1.38106332,0.583543746,-2.068754133,-1.945505744,4,19,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
2,F,F10,RAT,R4,correct,46.1875369,0.094033434,13.265796,0.035704079,0.052957909,-0.255002139,-0.142238527,-0.090507298,5,19,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
2,F,F7,Insight,I4,correct,37.8720543,1,23.8567306,1.378615973,1.396156273,0.981024817,1.101060594,0.971193105,2,19,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
2,F,F8,RAT,R11,incorrect,30.9520112,0.088532983,9.5332103,0.109662978,0.597830123,0.861784015,-0.060466815,0.598016787,1,19,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
3,F,F5,Insight,I5,correct,23.6856401,0.25,37.6376508,-0.237842519,-0.123846317,0.442972837,-0.477240971,-0.67442604,5,19,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
3,F,F4,RAT,R1,incorrect,30.5854399,0.08132625,10.3523876,0.078757854,0.457450064,0.453561295,-0.09235474,0.414626012,2,19,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
3,F,F3,Insight,I3,correct,37.7833234,1,11.6406524,1.652065088,1.64392248,0.732822093,1.398513801,1.226788182,1,19,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
3,F,F1,RAT,R5,correct,28.1414497,0.119410136,14.5187907,0.051912931,-0.071784633,-0.136025511,-0.130699054,-0.231356508,2,19,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
4,F,F11,RAT,R8,incorrect,32.6248317,0.05140749,10.22235,0.029491088,0.402948033,0.319202418,-0.138763619,0.324554655,4,19,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
4,F,F12,Insight,I8,correct,32.2558303,1,83.9233187,0.034063727,0.177887162,1.365693722,-0.36152003,-0.28557064,2,19,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
4,F,F9,Insight,I12,incorrect,23.2408563,0.25,17.5127814,0.212639841,0.284325805,0.138620626,0.01278593,-0.253356573,4,19,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
4,F,F6,RAT,R2,correct,13.3071256,0.11191861,9.6138941,0.148640876,0.643566764,0.761109835,-0.023681567,0.672404509,1,19,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
5,DFU,DFU2,Insight,I6,correct,37.2575257,1,61.9539416,0.525834214,0.623469546,-0.371086061,0.173419381,0.17409117,6,19,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
5,DFU,DFU11,Insight,I2,correct,46.1906731,1,46.2877947,0.876510916,0.941209964,1.469328245,0.554879418,0.50187149,5,19,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
5,DFU,DFU10,Insight,I9,correct,50.3103837,0.25,19.8973022,0.159263865,0.235963011,0.547094315,-0.045275532,-0.303247525,2,19,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
5,DFU,DFU1,RAT,R10,correct,23.2820122,0.091497744,10.0673641,0.102876756,0.525238874,1.187251504,-0.068560506,0.507840337,5,19,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
6,DFU,DFU8,Insight,I1,correct,32.3575033,1,63.3187141,0.495284653,0.595789262,0.077666804,0.140188098,0.145536251,7,19,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
6,DFU,DFU7,RAT,R9,correct,11.2383559,1,16.9019097,1.534295201,1.748444109,0.825621735,1.270405759,2.694261129,1,19,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
6,DFU,DFU3,Insight,I7,correct,29.557473,1,59.3375989,0.584399376,0.676534146,0.426173237,0.237125549,0.228832496,7,19,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
6,DFU,DFU9,RAT,R3,correct,19.7277884,0.047387639,8.8738615,0.052665622,0.594771822,0.770085524,-0.112589709,0.565501862,7,19,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,046dc4dc-a5c8-45b1-bf8d-f0ba0afca39b
1,F,F1,Insight,I2,incorrect,57.4918793,0,104.4190068,-2.168694355,-1.891803622,-1.624733598,-2.547317026,-1.895601082,1,17,Vrouw,ASO/doorstroomfinaliteit,2.5,Boven gemiddeld,b93b9011-bbcb-4a75-8878-7ab56d7b87b2
1,F,F5,RAT,R10,correct,54.6081148,0.115198315,18.5889247,-0.046539733,-0.691169229,0.200998982,-0.275865629,-1.139885621,4,17,Vrouw,ASO/doorstroomfinaliteit,2.5,Boven gemiddeld,b93b9011-bbcb-4a75-8878-7ab56d7b87b2
1,F,F9,RAT,R9,correct,61.0320381,1,10.6424143,1.674410011,2.684989283,1.78998916,1.273971435,1.417480766,7,17,Vrouw,ASO/doorstroomfinaliteit,2.5,Boven gemiddeld,b93b9011-bbcb-4a75-8878-7ab56d7b87b2
1,F,F7,RAT,R7,incorrect,52.9743611,1,8.7688023,1.71634962,2.965318953,3.007103939,1.319702109,1.707674461,4,17,Vrouw,ASO/doorstroomfinaliteit,2.5,Boven gemiddeld,b93b9011-bbcb-4a75-8878-7ab56d7b87b2
2,F,F11,Insight,I10,correct,44.7993436,0,117.679859,-2.46553007,-2.16075991,-1.125157877,-2.870984739,-2.166505147,4,17,Vrouw,ASO/doorstroomfinaliteit,2.5,Boven gemiddeld,b93b9011-bbcb-4a75-8878-7ab56d7b87b2
2,F,F4,Insight,I7,correct,31.6813258,0.25,33.6686842,-0.148999734,-0.043347831,-0.207852071,-0.437357105,-0.054193774,7,17,Vrouw,ASO/doorstroomfinaliteit,2.5,Boven gemiddeld,b93b9011-bbcb-4a75-8878-7ab56d7b87b2
2,F,F12,RAT,R6,correct,33.8159986,1,11.2212428,1.661453305,2.598385012,2.559919971,1.259843527,1.32782913,7,17,Vrouw,ASO/doorstroomfinaliteit,2.5,Boven gemiddeld,b93b9011-bbcb-4a75-8878-7ab56d7b87b2
2,F,F6,Insight,I4,correct,23.306131,1,15.6709323,1.561849845,1.562180439,1.150779938,1.151236569,1.501656794,1,17,Vrouw,ASO/doorstroomfinaliteit,2.5,Boven gemiddeld,b93b9011-bbcb-4a75-8878-7ab56d7b87b2
3,DFU,DFU5,RAT,R3,correct,28.0688892,1,19.667693,1.472384907,1.334627845,0.615473796,1.053684589,0.019603847,4,17,Vrouw,ASO/doorstroomfinaliteit,2.5,Boven gemiddeld,b93b9011-bbcb-4a75-8878-7ab56d7b87b2
3,DFU,DFU3,RAT,R8,correct,36.523693,0.056075663,20.0107384,-0.181474563,-1.050050236,-1.050923572,-0.401169168,-1.44874469,1,17,Vrouw,ASO/doorstroomfinaliteit,2.5,Boven gemiddeld,b93b9011-bbcb-4a75-8878-7ab56d7b87b2
3,DFU,DFU7,RAT,R11,correct,27.296514,0,20.0163538,-0.279394825,-1.189507709,-1.902362916,-0.487237234,-1.533688096,1,17,Vrouw,ASO/doorstroomfinaliteit,2.5,Boven gemiddeld,b93b9011-bbcb-4a75-8878-7ab56d7b87b2
3,DFU,DFU2,RAT,R1,correct,19.8706361,0.039402379,17.2330053,-0.148374574,-0.675661884,-0.629145215,-0.358921259,-1.04351462,7,17,Vrouw,ASO/doorstroomfinaliteit,2.5,Boven gemiddeld,b93b9011-bbcb-4a75-8878-7ab56d7b87b2
4,F,F8,Insight,I12,incorrect,32.0103341,0,41.8995236,-0.769235617,-0.623784951,-0.918458386,-1.021356415,-0.61839944,7,17,Vrouw,ASO/doorstroomfinaliteit,2.5,Boven gemiddeld,b93b9011-bbcb-4a75-8878-7ab56d7b87b2
4,F,F10,Insight,I5,correct,52.1231217,0,17.5842917,-0.224954667,-0.130623997,0.270225725,-0.427876044,-0.121667022,1,17,Vrouw,ASO/doorstroomfinaliteit,2.5,Boven gemiddeld,b93b9011-bbcb-4a75-8878-7ab56d7b87b2
4,F,F2,RAT,R5,correct,41.8620401,1,12.4365509,1.634249408,2.416550717,1.990443705,1.230180578,1.139596589,4,17,Vrouw,ASO/doorstroomfinaliteit,2.5,Boven gemiddeld,b93b9011-bbcb-4a75-8878-7ab56d7b87b2
4,F,F3,RAT,R12,incorrect,25.0553345,1,7.6204569,1.742054599,3.137134295,4.443918901,1.347730649,1.885535509,7,17,Vrouw,ASO/doorstroomfinaliteit,2.5,Boven gemiddeld,b93b9011-bbcb-4a75-8878-7ab56d7b87b2
5,DFU,DFU11,Insight,I6,correct,29.7252621,1,19.5536984,1.474936603,1.483430269,1.009396494,1.056466942,1.422336317,1,17,Vrouw,ASO/doorstroomfinaliteit,2.5,Boven gemiddeld,b93b9011-bbcb-4a75-8878-7ab56d7b87b2
5,DFU,DFU6,Insight,I8,correct,37.1379187,1,84.7211551,0.016204668,0.161705463,1.336724433,-0.534124774,0.091039601,7,17,Vrouw,ASO/doorstroomfinaliteit,2.5,Boven gemiddeld,b93b9011-bbcb-4a75-8878-7ab56d7b87b2
5,DFU,DFU8,RAT,R4,correct,31.9450299,0.084347738,16.6040645,-0.055912544,-0.470456282,-0.77264525,-0.274695424,-0.878715244,2,17,Vrouw,ASO/doorstroomfinaliteit,2.5,Boven gemiddeld,b93b9011-bbcb-4a75-8878-7ab56d7b87b2
5,DFU,DFU1,Insight,I1,correct,23.2186947,0.25,41.7497158,-0.32988847,-0.207247122,-1.002024269,-0.634596994,-0.219280021,1,17,Vrouw,ASO/doorstroomfinaliteit,2.5,Boven gemiddeld,b93b9011-bbcb-4a75-8878-7ab56d7b87b2
6,DFU,DFU9,RAT,R2,correct,17.2599953,0.053609509,20.0154507,-0.185880956,-1.056851546,-1.185048198,-0.405063348,-1.453172032,7,17,Vrouw,ASO/doorstroomfinaliteit,2.5,Boven gemiddeld,b93b9011-bbcb-4a75-8878-7ab56d7b87b2
6,DFU,DFU4,Insight,I3,correct,28.4399189,1,15.7448255,1.560195792,1.560681739,0.609769016,1.149433002,1.50014724,7,17,Vrouw,ASO/doorstroomfinaliteit,2.5,Boven gemiddeld,b93b9011-bbcb-4a75-8878-7ab56d7b87b2
6,DFU,DFU10,Insight,I11,correct,49.2124045,0,20.7693377,-0.296249889,-0.195223024,-0.319551913,-0.505615885,-0.186733874,1,17,Vrouw,ASO/doorstroomfinaliteit,2.5,Boven gemiddeld,b93b9011-bbcb-4a75-8878-7ab56d7b87b2
6,DFU,DFU12,Insight,I9,correct,46.7468364,0.75,33.2146134,0.733151942,0.792860485,1.482726916,0.339931643,0.747200408,1,17,Vrouw,ASO/doorstroomfinaliteit,2.5,Boven gemiddeld,b93b9011-bbcb-4a75-8878-7ab56d7b87b2
1,F,F3,Insight,I8,correct,55.550992,0.75,97.480985,-0.705409778,-0.510588535,0.471735752,-0.352265987,-0.219968644,7,19,Vrouw,ASO/doorstroomfinaliteit,2.5,Gemiddeld,1e31c737-d472-4460-a0c0-1f46911f31af
1,F,F11,RAT,R5,correct,41.3448104,0.081251991,20.0121866,-0.137600089,-0.988031814,-1.085627696,-0.104469588,-0.64228879,7,19,Vrouw,ASO/doorstroomfinaliteit,2.5,Gemiddeld,1e31c737-d472-4460-a0c0-1f46911f31af
1,F,F9,Insight,I4,correct,32.9600242,1,24.1870559,1.371221852,1.389456623,0.97417461,1.554608849,1.624594892,2,19,Vrouw,ASO/doorstroomfinaliteit,2.5,Gemiddeld,1e31c737-d472-4460-a0c0-1f46911f31af
1,F,F12,RAT,R3,correct,39.4728072,0.073574458,20.002118,-0.150764137,-1.005503974,-1.026141541,-0.118819018,-0.662033329,7,19,Vrouw,ASO/doorstroomfinaliteit,2.5,Gemiddeld,1e31c737-d472-4460-a0c0-1f46911f31af
2,F,F7,RAT,R10,correct,36.7386493,0.081495244,20.0010352,-0.136926245,-0.985762029,-0.583130248,-0.103790649,-0.640221033,4,19,Vrouw,ASO/doorstroomfinaliteit,2.5,Gemiddeld,1e31c737-d472-4460-a0c0-1f46911f31af
2,F,F1,RAT,R8,correct,56.4739733,0,0.0142012,0.168340598,1.803212677,1.555077425,0.13263169,1.649705354,3,19,Vrouw,ASO/doorstroomfinaliteit,2.5,Gemiddeld,1e31c737-d472-4460-a0c0-1f46911f31af
2,F,F10,Insight,I1,correct,34.6804226,0.5,100.0810273,-1.199603861,-0.976821962,-2.039320581,-0.876772906,-0.751745261,4,19,Vrouw,ASO/doorstroomfinaliteit,2.5,Gemiddeld,1e31c737-d472-4460-a0c0-1f46911f31af
2,F,F4,Insight,I7,correct,28.6890185,0,86.6999773,-1.772065186,-1.532426687,-2.030465291,-1.562446074,-1.470246446,4,19,Vrouw,ASO/doorstroomfinaliteit,2.5,Gemiddeld,1e31c737-d472-4460-a0c0-1f46911f31af
3,DFU,DFU6,RAT,R7,correct,41.0533142,0.066282423,9.9423335,0.061700592,0.481614451,0.528939518,0.064076879,0.582829378,6,19,Vrouw,ASO/doorstroomfinaliteit,2.5,Gemiddeld,1e31c737-d472-4460-a0c0-1f46911f31af
3,DFU,DFU1,Insight,I10,incorrect,29.7802152,0,120.0111393,-2.517714292,-2.208042882,-1.179995944,-2.213821797,-2.088835404,1,19,Vrouw,ASO/doorstroomfinaliteit,2.5,Gemiddeld,1e31c737-d472-4460-a0c0-1f46911f31af
3,DFU,DFU8,RAT,R9,incorrect,59.1731663,0.075944972,20.002146,-0.146630646,-0.999648326,-1.399058351,-0.114328248,-0.655549661,1,19,Vrouw,ASO/doorstroomfinaliteit,2.5,Gemiddeld,1e31c737-d472-4460-a0c0-1f46911f31af
3,DFU,DFU4,RAT,R6,correct,45.9009413,0.087478429,17.2454834,-0.06481045,-0.558686353,-0.4811123,-0.038571723,-0.277391409,3,19,Vrouw,ASO/doorstroomfinaliteit,2.5,Gemiddeld,1e31c737-d472-4460-a0c0-1f46911f31af
4,DFU,DFU12,Insight,I2,correct,47.5601228,0.75,76.7491988,-0.241341973,-0.09010694,0.347960792,0.053129124,0.165021049,5,19,Vrouw,ASO/doorstroomfinaliteit,2.5,Gemiddeld,1e31c737-d472-4460-a0c0-1f46911f31af
4,DFU,DFU9,Insight,I6,correct,35.7153472,0.75,33.690792,0.722492988,0.783202642,0.044896369,0.895105181,0.964616541,1,19,Vrouw,ASO/doorstroomfinaliteit,2.5,Gemiddeld,1e31c737-d472-4460-a0c0-1f46911f31af
4,DFU,DFU11,RAT,R4,correct,62.4752386,1,17.1198904,1.529415842,1.715829855,0.817190905,1.692802168,2.235621156,1,19,Vrouw,ASO/doorstroomfinaliteit,2.5,Gemiddeld,1e31c737-d472-4460-a0c0-1f46911f31af
4,DFU,DFU3,Insight,I11,correct,37.9364926,0.25,74.1287834,-1.054673237,-0.8639586,-1.104295803,-0.842960484,-0.753305341,7,19,Vrouw,ASO/doorstroomfinaliteit,2.5,Gemiddeld,1e31c737-d472-4460-a0c0-1f46911f31af
